Transaction Month and Year,Make,Model,Model Year,Vehicle Color,Vehicle Type,Vehicle Primary Use,Fuel Type Primary,Fuel Type Secondary,Gross Vehicle Weight Rating Class,Gross Vehicle Weight Rating Range (lbs),Electrification Level,Plate Background,Plate Configuration,Owner Type,County,State,Postal Code,Transaction Type,Transaction Channel,2020 GEOID,Transaction Count
2024-07-01,CHEVROLET,SILVERADO,2014,,TRUCK,Truck,Gasoline,Ethanol (E85),2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99006,Registration Renewal,Online,53063010304,1
2024-02-01,FORD,F-350,2006,WHITE,TRUCK,Truck,Diesel,,3,"10,001 - 14,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Lewis,WA,98591,Registration Renewal,Mail-in,53041971200,1
2023-12-01,TOYOTA,PRIUS C,2015,WHITE,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1,"6,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,King,WA,98101,Registration Renewal,Online,53033008002,1
2023-11-01,CHEVROLET,SILVERADO HD,2024,,TRUCK,Truck,Diesel,,3,"10,001 - 14,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98372,Original Registration,In-person,53053073501,1
2024-02-01,FORD,E-150,1995,BLUE,TRUCK,Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98058,Registration at time of Transfer,In-person,53033025602,1
2024-07-01,CHEV,PU,1978,"BLUE,LIGHT",TRUCK,Truck,Gasoline,,,,ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98312,Registration Renewal,In-person,53035080900,1
2024-02-01,ACURA,MDX,2007,GRAY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98122,Registration at time of Transfer,In-person,53033007902,1
2023-09-01,GMC,SIERRA,2023,,TRUCK,Truck,Diesel,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98360,Original Registration,In-person,53053070100,1
2024-08-01,TOYOTA,FJ CRUISER,2007,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Benton,WA,99337,Registration Renewal,Online,53005011402,1
2024-04-01,HONDA,ACCORD,1999,BLACK,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98204,Registration Renewal,Online,53061041907,1
2024-03-01,HONDA,ACCORD,1998,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98675,Original Registration,In-person,53011040102,1
2024-06-01,LINCOLN,MKZ,2007,"BLUE,DARK",PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Unknown or Out of State,WA,98273,Registration at time of Transfer,In-person,53057952301,1
2024-01-01,TOYOTA,CAMRY,2017,GRAY,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98030,Registration Renewal,In-person,53033029505,1
2024-04-01,TESLA,MODEL 3,2020,,PASSENGER CAR,Passenger Vehicle,Electric,,1,"6,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,Chelan,WA,98801,Registration Renewal,In-person,53007960801,1
2024-07-01,VOLKSWAGEN,JETTA,1990,WHITE,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98003,Registration Renewal,Online,53033030204,1
2024-07-01,VOLKSWAGEN,TIGUAN,2020,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98686,Registration Renewal,In-person,53011040803,1
2024-04-01,TOYOTA,PRIUS,2014,,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1,"6,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Disabled Veteran,Standard,Individual Owner,Thurston,WA,98576,Registration Renewal,In-person,53067012531,1
2024-04-01,FORD,EXPEDITION,2012,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,Flexible Fuel Vehicle (FFV),2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98290,Registration Renewal,In-person,53061053605,1
2024-02-01,CHEVROLET,TRAILBLAZER,2021,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98072,Original Registration,In-person,53033032319,1
2024-07-01,NISSAN,ALTIMA,2011,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grays Harbor,WA,98541,Registration Renewal,In-person,53027000502,1
2023-11-01,CHEVROLET,SILVERADO,2007,WHITE,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Whitman,WA,99163,Registration Renewal,Online,53075000202,1
2023-09-01,HYUNDAI,TUCSON,2016,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grays Harbor,WA,98568,Registration Renewal,In-person,53027000700,1
2024-02-01,TOYOTA,RAV4,2018,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,Electric,1C,"4,001 - 5,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,Snohomish,WA,98272,Registration Renewal,Online,53061052206,1
2024-02-01,FORD,FOCUS,2017,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98275,Registration at time of Transfer,In-person,53061042001,1
2024-07-01,NISSAN,SENTRA,2015,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98686,Registration Renewal,In-person,53011040812,1
2023-10-01,AUDI,Q7,2012,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Diesel,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Thurston,WA,98579,Registration Renewal,In-person,53067012730,1
2023-12-01,LEXUS,RX,2012,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Cowlitz,WA,98632,Registration Renewal,Mail-in,53015000802,1
2024-01-01,TOYOTA,RAV4,2021,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Hybrid,Electric,1C,"4,001 - 5,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Individual Owner,Yakima,WA,98930,Registration Renewal,In-person,53077001901,1
2024-06-01,LEXUS,RX,2008,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98109,Registration Renewal,Online,53033006703,1
2024-03-01,FORD,EDGE,2007,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98403,Registration at time of Transfer,In-person,53053060600,1
2024-01-01,FORD,RANGER,2006,WHITE,TRUCK,Truck,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Jefferson,WA,98358,Registration at time of Transfer,In-person,53031950400,1
2024-07-01,MERCEDES-BENZ,E-CLASS,2007,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98607,Registration Renewal,Online,53011041400,1
2024-05-01,TOYOTA,CAMRY,2000,BEIGE,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Benton,WA,99336,Registration at time of Transfer,In-person,53005010902,1
2024-04-01,KIA,RIO,2022,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Unknown or Out of State,WA,98052,Registration Renewal,Online,53033022803,1
2023-11-01,TOYOTA,RAV4,2016,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Hybrid,Electric,1C,"4,001 - 5,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,Whatcom,WA,98225,Original Registration,In-person,53073000301,1
2023-11-01,HONDA,CR-V,2015,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98052,Registration Renewal,Online,53033022902,1
2023-09-01,KIA,FORTE,2012,BRONZE,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98037,Registration Renewal,In-person,53061051601,1
2024-04-01,VOLVO,XC60,2021,BLUE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98335,Registration at time of Transfer,In-person,53053072407,1
2024-08-01,SUBARU,XV CROSSTREK,2014,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Hybrid,Electric,1C,"4,001 - 5,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,Mason,WA,98584,Registration Renewal,In-person,53045960600,1
2023-12-01,MERCEDES-BENZ,M-CLASS,2008,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98338,Registration Renewal,Online,53053073116,1
2023-10-01,JEEP,RENEGADE,2017,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98445,Registration Renewal,In-person,53053071506,1
2024-03-01,TOYOTA,TACOMA,2001,WHITE,TRUCK,Truck,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Mason,WA,98528,Registration Renewal,In-person,53045960402,1
2024-03-01,SUBARU,FORESTER,2015,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98005,Registration Renewal,Online,53033022805,1
2024-06-01,JEEP,CHEROKEE,2020,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98032,Registration Renewal,Online,53033029206,1
2023-11-01,FORD,TAURUS,1999,GRAY,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99216,Registration Renewal,Online,53063011400,1
2024-04-01,BUICK,ENCLAVE,2012,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99212,Registration Renewal,In-person,53063012100,1
2024-02-01,RAM,1500,2017,,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Lewis,WA,98356,Registration Renewal,Online,53041971900,1
2023-11-01,KIA,SEDONA,2015,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98311,Registration Renewal,Online,53035091600,1
2024-05-01,DODGE,CHALLENGER,2013,PURPLE,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99206,Registration Renewal,Mail-in,53063012402,1
2023-10-01,NISSAN,LEAF,2015,WHITE,PASSENGER CAR,Passenger Vehicle,Electric,,1,"6,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,King,WA,98117,Registration Renewal,Online,53033003100,1
2024-05-01,YAMAHA,XVS1100 / V STAR 1100,2002,,MOTORCYCLE,Motorcycle,Gasoline,,1A,"3,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Okanogan,WA,98844,Registration Renewal,In-person,53047970303,1
2024-08-01,FORD,FIVE HUNDRED,2006,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Benton,WA,99337,Registration Renewal,Online,53005011402,1
2024-02-01,CHEVROLET,EQUINOX,2020,GRAY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Walla Walla,WA,99324,Registration at time of Transfer,In-person,53071920302,1
2024-01-01,CHRYSLER,200,2012,,PASSENGER CAR,Passenger Vehicle,Flexible Fuel Vehicle (FFV),,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98683,Registration at time of Transfer,In-person,53011041328,1
2024-02-01,WRKH,DRY VAN,2000,WHITE,INCOMPLETE VEHICLE,Truck,Diesel,,4,"14,001 - 16,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Walla Walla,WA,99362,Registration Renewal,In-person,53071920701,1
2024-04-01,HONDA,ODYSSEY,2015,MAROON / BURGUNDY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98012,Registration Renewal,Online,53061052009,1
2024-05-01,RAM,2500,2017,,TRUCK,Truck,Gasoline,,2H,"9,001 - 10,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Cowlitz,WA,98611,Registration at time of Transfer,In-person,53015002004,1
2024-05-01,HONDA,CBR600,2007,,MOTORCYCLE,Motorcycle,Gasoline,,1A,"3,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99005,Registration Renewal,In-person,53063010303,1
2024-01-01,HARLEY DAVIDSON,FLHTCUI / ULTRA CLASSIC ELECTRA GLIDE,2001,BLACK,MOTORCYCLE,Motorcycle,Gasoline,,1A,"3,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grays Harbor,WA,98541,Registration Renewal,In-person,53027000501,1
2024-04-01,KIA,OPTIMA,2014,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98683,Registration Renewal,In-person,53011041322,1
2024-01-01,FORD,BRONCO SPORT,2021,BLUE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98065,Original Registration,In-person,53033032703,1
2024-01-01,FORD,F-150,1981,WHITE,TRUCK,Truck,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99205,Registration Renewal,Mail-in,53063001000,1
2024-03-01,CHEVROLET,IMPALA,2011,GOLD,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98367,Registration at time of Transfer,In-person,53035092902,1
2024-04-01,SUBARU,LEGACY,2001,GREEN,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Whatcom,WA,98226,Registration Renewal,Online,53073000102,1
2024-08-01,SATURN,SL2,2002,GREEN,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99216,Registration Renewal,Online,53063012901,1
2024-05-01,LAND ROVER,RANGE ROVER EVOQUE,2015,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98683,Registration Renewal,Online,53011041309,1
2023-09-01,HONDA,ACCORD,2014,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Chelan,WA,98801,Registration at time of Transfer,In-person,53007961102,1
2024-02-01,LEXUS,IS,2007,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98188,Registration Renewal,In-person,53033028802,1
2024-07-01,LEXUS,ES,1997,ALUMINUM / SILVER,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grays Harbor,WA,98595,Registration at time of Transfer,In-person,53027001601,1
2024-05-01,NISSAN,FRONTIER,2019,,TRUCK,Truck,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Business Owner,Island,WA,98249,Registration Renewal,In-person,53029971800,1
2024-01-01,NISSAN,MAXIMA,2017,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98223,Registration Renewal,Online,53061053511,1
2023-10-01,PONTIAC,G6,2006,WHITE,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98367,Registration at time of Transfer,In-person,53035092801,1
2024-01-01,HONDA,CIVIC,2008,GRAY,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98002,Registration at time of Transfer,In-person,53033030700,1
2024-04-01,FORD,ESCORT,1999,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Whatcom,WA,98230,Registration Renewal,Online,53073010411,1
2023-10-01,HONDA,ELEMENT,2011,GRAY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),WA National Park Fund,Personalized,Individual Owner,Thurston,WA,98501,Registration Renewal,Online,53067010700,1
2024-02-01,CHEVROLET,SILVERADO,2020,,TRUCK,Truck,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grant,WA,98823,Registration Renewal,In-person,53025010402,1
2024-02-01,FORD,EXPLORER,2003,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,Ethanol (E85),1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98310,Registration Renewal,Online,53035080102,1
2024-01-01,TOYOTA,SIENNA,2021,GRAY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,Electric,2E,"6,001 - 7,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Individual Owner,Kitsap,WA,98383,Registration Renewal,Online,53035091302,1
2024-03-01,ZERO MOTORCYCLES,DS & DS POLICE,2013,,MOTORCYCLE,Motorcycle,Electric,,1A,"3,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,Pierce,WA,98444,Registration Renewal,Online,53053063502,1
2024-07-01,CHEVROLET,EQUINOX,2017,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,Ethanol (E85),1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98387,Registration Renewal,Online,53053073114,1
2023-10-01,JEEP,CHEROKEE,2017,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Flexible Fuel Vehicle (FFV),,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Cowlitz,WA,98632,Registration Renewal,Online,53015000602,1
2024-03-01,TOYOTA,RAV4,2017,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98662,Original Registration,In-person,53011040703,1
2024-05-01,CADILLAC,ESCALADE,2007,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98375,Registration Renewal,In-person,53053073128,1
2024-02-01,MAZDA,CX-5,2015,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Chelan,WA,98801,Registration Renewal,In-person,53007960803,1
2024-07-01,FORD,F-150,1985,RED,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98065,Registration at time of Transfer,In-person,53033032703,1
2024-06-01,CHEVROLET,MALIBU,2022,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98387,Registration at time of Transfer,In-person,53053071414,1
2023-09-01,MERCEDES-BENZ,C-CLASS,2003,BEIGE,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Lewis,WA,98531,Registration Renewal,In-person,53041970400,1
2024-02-01,HONDA,ACCORD,2023,,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1C,"4,001 - 5,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,King,WA,98121,Registration Renewal,Online,53033007201,1
